,taz,TAZ_X,TAZ_Y
2345,201015,-122.0293114,37.34848659
2112,200792,-122.0026338,37.27260115
3399,300875,-122.0986771,37.69355313
2160,200836,-121.844015,37.26937052
5486,800198,-122.5243099,38.00323225
4449,500037,-121.9636576,38.32977627
1271,200038,-122.1084599,37.40172483
3891,400187,-122.3074328,37.92821837
1086,100327,-122.330806,37.55326921
3965,400251,-122.3377252,37.97209575
1511,200245,-121.8374348,37.37072712
4972,700129,-122.755049,38.4555985
1035,100277,-122.1654049,37.47266797
306,279,-122.4798318,37.72898322
5232,700361,-122.8032114,38.55953908
1893,200578,-122.0204576,37.3553683
3879,400175,-122.0399407,37.92235272
217,202,-122.5089625,37.75512262
3049,300547,-121.9766929,37.54775128
2565,300111,-122.2653728,37.82088058
1151,100388,-122.142454,37.46466383
3298,300775,-121.9872373,37.54194358
3161,300652,-122.2622296,37.89213029
3770,400079,-122.3330376,37.99609724
925,100174,-122.2968699,37.55759608
3711,400029,-122.3170999,37.94411225
4172,400430,-121.9485424,37.76047754
1832,200524,-122.0268672,37.37034219
4657,500244,-122.0396986,38.27079106
2239,200910,-122.1224587,37.43295061
2776,300291,-121.9869249,37.53409133
2222,200895,-121.9718594,37.33646499
4548,500140,-122.0117177,38.2702538
5098,700237,-122.5117043,38.34375341
1203,100441,-122.1873099,37.48156346
4984,700141,-122.7284473,38.44371706
3926,400218,-121.9314051,38.02270728
825,100084,-122.4666959,37.64492266
4552,500144,-122.2374567,38.10486188
2203,200874,-121.9067405,37.45621375
1209,100447,-122.22962,37.46489483
3056,300554,-122.0328491,37.56092554
4987,700144,-122.7227334,38.43810522
1792,200485,-121.9610537,37.40494276
1689,200388,-122.0211023,37.30556637
3472,300944,-122.1330192,37.73015008
4745,600033,-122.2979978,38.29801621
1585,200299,-122.0716338,37.32602466
3346,300822,-122.1189808,37.68771769
2336,201007,-122.1436433,37.44588909
1890,200575,-122.0188341,37.35891726
3409,300885,-122.0572443,37.57015327
1531,200259,-121.9192481,37.32572711
1868,200556,-121.9919527,37.33488161
3887,400183,-121.821047,38.01375644
1910,200597,-121.7925304,37.32708683
2041,200720,-121.8160708,37.26668253
2790,300306,-121.9924422,37.5559027
4480,500068,-122.210521,38.1075964
2838,300353,-122.2398318,37.82793019
5391,800111,-122.5107296,37.9647826
1084,100325,-122.3364206,37.55096108
3484,300954,-122.2337019,37.8205837
2851,300363,-122.0676934,37.59287814
3351,300826,-122.0690824,37.71117337
4128,400389,-121.9026224,38.02286245
3981,400267,-121.805251,38.01348216
3444,300918,-122.151667,37.7459054
4129,400390,-121.8848834,38.01960298
2054,200735,-121.8639507,37.22598975
2158,200834,-121.8081129,37.25398535
2986,300479,-121.9194332,37.47930003
2455,300012,-122.1761164,37.73811873
1302,200063,-122.1562592,37.4441681
1357,200113,-121.8694789,37.27690613
3650,301112,-121.9238703,37.71493947
4784,600069,-122.2912264,38.31496569
1711,200409,-122.0916805,37.36403996
4521,500112,-121.9427921,38.27649051
2856,300368,-122.1024205,37.6325493
2127,200806,-121.8776485,37.39901139
2099,200779,-121.9836327,37.2783004
3971,400257,-122.2842744,37.91258025
1392,200143,-121.841553,37.35180655
2795,300311,-122.0726721,37.69294816
5060,700207,-122.8351249,38.40091983
1227,100467,-122.2056345,37.48192885
4076,400339,-122.0446315,37.98772369
2465,300020,-122.0765072,37.57511771
2354,201025,-122.0724266,37.33670369
930,100180,-122.2679211,37.55078732
2064,200745,-121.7919472,37.31006337
4771,600056,-122.2664827,38.28448467
2120,200800,-121.821274,37.35175313
5384,800104,-122.5396256,38.03698603
2881,300390,-122.1138589,37.6683294
3655,301116,-122.0136221,37.58173461
4790,600072,-122.3081156,38.29830085
4868,700032,-122.7234047,38.41939203
881,100134,-122.3466158,37.58377818
2266,200942,-121.8706516,37.26824731
1473,200213,-121.9299264,37.23910357
4513,500104,-122.1583933,38.0494664
1643,200348,-121.9300907,37.27441956
2395,201054,-121.9041263,37.27646767
2971,300467,-122.2273679,37.82491332
5101,700240,-122.6659881,38.43457426
4660,500247,-122.0282374,38.25415191
2084,200765,-122.0579583,37.32647762
5386,800106,-122.5266556,37.98505707
4440,500026,-122.0223461,38.28433687
4018,400289,-122.1248899,37.98710772
2319,200992,-121.9369525,37.34155503
4256,400503,-122.0235686,37.94322527
1854,200542,-121.8349274,37.31030569
3114,300605,-121.9240467,37.49100181
2477,300029,-121.9605334,37.5152966
4931,700087,-122.7531246,38.50394992
2033,200710,-121.9195616,37.31268393
861,100115,-122.2729372,37.51447572
2844,300358,-121.8839243,37.67266953
2295,200972,-121.9248028,37.33836418
4259,400505,-122.0059661,37.91819563
4331,400564,-122.0221679,37.98483981
2458,300014,-122.1608072,37.77215699
317,288,-122.3868713,37.77153784
1740,200438,-122.0449235,37.31222017
1895,200580,-121.7962222,37.22742999
3485,300955,-122.1884976,37.75307483
2229,200900,-121.8728845,37.32426495
3391,300864,-122.09373,37.69589443
4305,400543,-122.2975975,37.90110793
3513,300984,-122.0211736,37.5616438
3952,400238,-122.0619187,37.85315472
3510,300981,-122.1474235,37.6938812
3366,300840,-122.050271,37.57462947
754,100013,-122.4925813,37.63772522
2284,200958,-122.1386799,37.43334235
3714,400032,-122.0453877,37.92778022
1762,200460,-122.0901641,37.38416807
2313,200989,-121.9176646,37.30020772
2021,200699,-121.8680942,37.37533469
1640,200347,-121.9355602,37.25840522
4183,400441,-121.8758901,37.99435682
4672,500258,-122.2253194,38.10306714
4905,700063,-122.8229782,38.55078398
2212,200884,-121.9914381,37.39250058
1826,200518,-121.8774651,37.43283675
5498,800205,-122.5325013,37.94080031
3583,301050,-122.245218,37.83695786
3437,300913,-122.1224547,37.69718421
1784,200479,-122.0630787,37.33522952
3173,300663,-121.973268,37.52647703
2282,200956,-121.8894544,37.26435807
4194,400452,-121.9638639,37.95020586
4099,400363,-122.036215,37.99288792
4474,500062,-121.9481438,38.35507714
1148,100385,-122.4761509,37.64911611
1247,200018,-122.0101018,37.31962239
1257,200026,-122.0722519,37.38294231
5276,800017,-122.5330427,37.89743897
5450,800164,-122.5756075,38.02964517
3356,300830,-122.0087968,37.53496606
1831,200523,-122.0823589,37.36225503
5223,700353,-122.7368338,38.4696884
4586,500176,-122.2373719,38.0790011
782,100037,-122.3413289,37.56800773
2386,201047,-121.9805218,37.3424038
4091,400355,-122.3221516,37.94378698
1510,200244,-121.8337938,37.3663601
2368,201034,-121.8452992,37.23519609
2169,200843,-121.9871045,37.31721657
2123,200803,-121.8524376,37.39989939
2868,300379,-122.2290478,37.82973319
3042,300540,-122.1543114,37.71901968
2819,300335,-122.085753,37.62261468
3168,300659,-122.1481045,37.73841487
2047,200726,-122.0369762,37.34935587
3012,300507,-121.9723072,37.55434509
3876,400172,-121.8019589,37.97283929
4379,400611,-122.0724201,37.88494647
1755,200453,-121.8954421,37.30799304
872,100125,-122.3005225,37.53603989
3186,300674,-122.0547193,37.60197541
1908,200595,-121.78724,37.33460495
4831,600105,-122.2630335,38.17819294
1638,200345,-121.9236326,37.2524739
5295,800035,-122.5955286,38.11401693
3162,300653,-122.2613151,37.8877099
4946,700101,-122.7085382,38.44258545
1847,200535,-121.8262768,37.31780837
2917,300423,-122.2408375,37.75302507
1913,200600,-121.9636862,37.32608087
5235,700366,-122.8014216,38.54077054
4190,400448,-121.9863762,37.9701284
4977,700134,-122.6554489,38.23686714
5439,800153,-122.5605974,38.02744775
656,578,-122.3978826,37.74728101
4618,500203,-122.0366228,38.24243264
1664,200365,-121.8505171,37.33460179
1541,200267,-121.8291797,37.20782521
831,100090,-122.3103392,37.51956678
3511,300982,-122.1180156,37.67274248
2339,201009,-122.1356436,37.44217775
1882,200569,-121.7739515,37.32738851
2816,300332,-122.2595475,37.80597652
4596,500185,-121.8291371,38.45502212
2660,300189,-122.1834827,37.732342
2897,300405,-122.059038,37.58810505
4975,700132,-122.6526448,38.23247878
4923,700079,-122.6943304,38.32389494
2809,300325,-122.0524737,37.63153347
2791,300307,-122.0963254,37.65171424
2408,201065,-122.01131,37.29681822
4314,400552,-122.049643,37.94084494
3080,300574,-122.2426186,37.84119844
1865,200554,-121.9892248,37.3207652
3011,300506,-122.2764247,37.79622215
1562,200282,-121.8250829,37.35558111
1647,200351,-122.1363655,37.42274301
4522,500113,-121.9455988,38.28036313
1519,200250,-121.891705,37.43967545
1914,200601,-121.9555957,37.32599098
4555,500147,-122.2349918,38.11396934
2320,200993,-121.9534604,37.33697357
4629,500213,-122.0251551,38.2464321
2186,200857,-121.9261357,37.33342315
4560,500152,-122.2514518,38.11605507
3392,300865,-122.0838222,37.69291525
1702,200401,-121.9183824,37.2876596
2511,300061,-122.2554747,37.7940853
333,300,-122.4554113,37.74945433
5461,800175,-122.5269857,37.97186405
4928,700084,-122.6734931,38.47347868
4490,500079,-121.9664367,38.31949293
3181,300669,-122.2794531,37.88678826
1681,200381,-121.9912304,37.35461119
1773,200470,-122.0266725,37.39362999
2175,200849,-121.8376319,37.29290698
2340,201010,-122.1340028,37.4467614
1354,200111,-121.8516022,37.32740703
3847,400147,-122.0342025,37.9651675
3163,300654,-122.2729531,37.89321239
941,100191,-122.4679619,37.69815769
3963,400249,-122.323818,38.00027655
2485,300037,-121.7209297,37.68755843
2787,300303,-122.1867156,37.74950059
4288,400528,-121.9982786,37.94735696
700,620,-122.3796093,37.74488679
3094,300587,-122.0313827,37.58639824
1764,200462,-122.0823382,37.37633856
3060,300558,-121.9483668,37.53671396
1401,200150,-121.778497,37.31310086
1978,200654,-122.0265399,37.4010219
2792,300308,-122.0696899,37.69761843
866,100119,-122.1413511,37.47351544
3214,300698,-122.255337,37.88374665
5382,800103,-122.5262154,37.92080135
4131,400392,-122.0024155,37.97217891
1420,200162,-121.8996528,37.31815115
1125,100362,-122.2387077,37.49323562
4291,400530,-122.0190309,37.93850041
3038,300536,-122.102252,37.66218624
2143,200822,-121.8958,37.45024666
4448,500036,-121.9770822,38.33722072
2095,200776,-122.0108132,37.3414333
771,100027,-122.4540595,37.66233269
2173,200847,-121.9787538,37.326539
3116,300607,-122.283843,37.85598711
1961,200637,-121.9474501,37.30042717
2262,200938,-121.8353701,37.2397159
2035,200712,-121.9360494,37.32031694
2145,200824,-121.9075048,37.408578
353,317,-122.4289153,37.71196136
3668,301127,-121.9351756,37.49685835
974,100222,-122.2825709,37.53173889
1488,200226,-121.8255326,37.30605851
4453,500041,-121.9376252,38.36227812
3888,400184,-121.8258619,37.99517986
2016,200694,-121.8017912,37.32234816
4478,500066,-121.9945832,38.35791048
3726,400044,-122.3461359,37.97572645
4457,500045,-121.9459706,38.35979464
4910,700069,-122.7197336,38.3981375
2330,200999,-121.8868669,37.28780188
805,100062,-122.2940871,37.52390608
5182,700309,-122.7427975,38.4519676
964,100212,-122.2742495,37.54041985
3824,400128,-122.0584398,37.95304527
2398,201056,-122.1249515,37.42459292
3172,300662,-122.2037799,37.84055215
4228,400481,-122.3298117,37.93063427
4922,700078,-122.7102222,38.32588298
2213,200885,-121.9996895,37.34886028
5417,800134,-122.5456996,37.95739121
2487,300039,-121.7982143,37.67293445
4878,700041,-123.0159719,38.79521482
4950,700106,-122.6015982,38.24361044
4192,400450,-121.9797612,37.9662293
4481,500069,-122.2230043,38.09506738
1954,200631,-121.8139739,37.2333532
4163,400422,-121.9698132,37.96081831
3367,300841,-122.1785329,37.76861683
2841,300356,-121.9234449,37.72117755
1350,200109,-121.8483591,37.27775783
1918,200604,-121.9562602,37.35636316
4273,400517,-122.3530415,37.97141068
4346,400578,-122.2880146,37.97633687
2412,201070,-122.0906364,37.35817893
4495,500084,-122.2371225,38.0837878
864,100117,-122.3298051,37.58102935
1060,100301,-122.2494117,37.55627265
4191,400449,-121.9840599,37.96766913
1144,100382,-122.403545,37.58596776
904,100154,-122.3067163,37.5362777
4948,700103,-122.6089364,38.23595866
4136,400397,-121.9982112,37.96118549
3408,300884,-122.0869391,37.65059026
2493,300044,-122.3031544,37.83894585
1146,100383,-122.4867011,37.64807588
2183,200854,-121.8426074,37.28917177
2883,300392,-121.9305431,37.71585131
1395,200146,-121.9127228,37.45392186
2380,201043,-121.9919469,37.34129152
1881,200568,-121.8056035,37.34961164
5309,800047,-122.4947839,37.85900778
1450,200193,-121.8679945,37.39155671
4641,500226,-122.0388138,38.26084983
1430,200171,-121.8451203,37.37915565
2443,300001,-122.0859192,37.59108753
3300,300777,-121.976416,37.52328816
4654,500240,-122.0449777,38.24883233
4253,400501,-122.0288798,37.94830825
5484,800196,-122.5488491,38.00360317
4561,500153,-122.248397,38.11065039
983,100231,-122.44324,37.66261821
2821,300337,-122.0115382,37.54998053
1138,100375,-122.4551787,37.69692223
3025,300520,-122.2517801,37.75829644
4359,400590,-121.9697583,37.79690817
2108,200786,-122.0321669,37.29151125
5473,800186,-122.5598792,38.07184442
3447,300921,-122.0341517,37.54544268
871,100124,-122.2946912,37.53051974
3148,300640,-122.0509698,37.5359627
4267,400512,-121.9978917,38.05159691
4227,400480,-122.008815,37.92540762
1476,200216,-122.1515115,37.42149987
4559,500151,-122.1710992,38.06776432
3301,300778,-121.9930001,37.53774607
5215,700345,-122.7610887,38.43055429
2287,200961,-122.1508642,37.44228521
3646,301109,-121.9062007,37.71086399
2766,300280,-122.1404267,37.70894894
2410,201068,-122.0366789,37.31258418
3427,300903,-122.1253579,37.69328532
3745,400059,-122.3488551,37.96663305
3180,300668,-122.0938566,37.66452933
724,640,-122.4795244,37.72398392
1802,200493,-121.9461952,37.24767827
3225,300708,-122.1849552,37.80702901
3551,301022,-121.9339029,37.51072888
2236,200907,-121.8939869,37.35494093
3710,400028,-122.2667053,38.00334235
691,611,-122.3840188,37.75915818
4851,700014,-122.6541037,38.24214417
1373,200126,-121.740722,37.29063748
2027,200705,-121.8736699,37.37956472
1469,200211,-121.9175996,37.25590965
2956,300452,-121.7735414,37.67489048
2007,200684,-121.8243087,37.24729622
3179,300667,-122.0953176,37.67106424
365,325,-122.4117827,37.8077288
4645,500230,-122.0210806,38.27603825
4883,700046,-122.7478566,38.43239381
2536,300082,-121.7891437,37.67464196
1677,200377,-122.0446267,37.38902642
1015,100258,-122.476318,37.67876057
5306,800044,-122.4852786,37.85475177
5019,700176,-122.8210982,38.39154587
4930,700086,-122.4821766,38.3088031
2563,300109,-122.0927173,37.65529148
2322,200994,-121.8608811,37.3792743
2814,300330,-122.0942789,37.62065139
1701,200400,-121.9273264,37.28379649
2775,300290,-121.9815153,37.5350685
2371,201037,-121.8802896,37.22559119
2999,300493,-122.0771176,37.59662832
3522,300994,-121.9899847,37.57645254
2263,200939,-121.8447868,37.24007819
2188,200859,-121.9196102,37.34170627
3110,300601,-121.9955081,37.54766503
1457,200200,-121.9094587,37.29762536
2215,200887,-121.8248666,37.2638768
763,100019,-122.4138854,37.62894838
2802,300318,-122.0678114,37.629161
3419,300895,-122.0247645,37.59128562
2105,200784,-121.8144109,37.27537267
4985,700142,-122.7358359,38.43920412
932,100182,-122.2774596,37.54908272
2674,300202,-122.1055385,37.69278921
3545,301016,-122.2247875,37.77493764
4325,400558,-122.0850915,37.92356766
1712,200410,-122.0730765,37.36867453
1944,200624,-122.0454846,37.3676193
1513,200247,-121.8821385,37.40773309
5483,800195,-122.5569583,38.00003975
4441,500027,-122.0020287,38.26992594
3592,301057,-122.0491854,37.52797643
3542,301014,-121.763388,37.68896634
3983,400269,-121.8052989,38.00576126
751,100010,-122.2540285,37.48865625
2014,200692,-121.7798346,37.3355323
4569,500161,-122.2594368,38.11474889
1976,200652,-121.8652331,37.39630768
3041,300539,-122.0862298,37.64164275
1037,100279,-122.1639022,37.47712549
4514,500105,-122.1533626,38.04760156
1572,200289,-122.1345306,37.43043273
2597,300135,-122.0325759,37.57535451
4781,600066,-122.2810787,38.31392942
4083,400347,-122.0790503,37.93829784
2242,200913,-121.877966,37.3565025
4164,400423,-121.9595229,37.95838172
1240,200012,-121.9639892,37.34928451
913,100165,-122.412424,37.70336021
4454,500042,-122.0316721,38.24838594
4881,700044,-122.7649967,38.47003668
2040,200718,-121.8726517,37.42091009
1231,200005,-121.7784425,37.24437774
2825,300341,-122.2200593,37.82136617
5214,700343,-122.7335634,38.43546648
1994,200671,-121.5759376,36.99924241
1695,200394,-121.841481,37.37483127
1052,100292,-122.4755044,37.654765
4599,500188,-122.2193029,38.11392743
4144,400403,-121.94918,37.74144579
2535,300081,-122.1428224,37.69724923
4166,400425,-121.9953813,37.96948356
4216,400471,-121.9837726,37.96000589
1958,200635,-121.9853567,37.28177265
4184,400442,-121.9008444,38.01032517
4857,700021,-122.6740832,38.43583189
4846,700011,-122.638631,38.23237124
4155,400414,-121.8814382,38.00731586
840,100099,-122.3844803,37.5927976
2961,300457,-121.9670286,37.56712999
1896,200581,-121.8111878,37.24547149
2616,300152,-122.2829004,37.83191962
1451,200194,-121.8706785,37.43359648
5106,700244,-122.6629036,38.4375493
1204,100442,-122.2195394,37.4729831
3285,300763,-122.1832127,37.69351482
1906,200590,-121.9794465,37.29589621
5203,700331,-122.7872008,38.53794771
2717,300233,-122.1456101,37.67761759
4983,700140,-122.7308124,38.4562342
4577,500168,-122.249505,38.14846423
3414,300890,-122.1039637,37.68761446
889,100140,-122.2676339,37.50923142
5366,800091,-122.5590735,38.0874895
4073,400336,-121.9251088,37.92772997
2441,201093,-122.0620719,37.34498133
3984,400270,-121.8010541,38.00902103
4900,700058,-122.6950293,38.44689293
1367,200121,-121.7478693,37.28071283
5084,700228,-122.4711971,38.29869254
1975,200651,-121.8757875,37.41093769
1092,100333,-122.4138713,37.5966062
4583,500173,-122.2410739,38.14964028
1259,200027,-122.0915296,37.37699214
4221,400474,-122.0281451,37.97105741
4824,600098,-122.4729593,38.50416336
2032,200709,-121.9270605,37.31384762
2393,201053,-121.9007642,37.27196739
3086,300578,-122.2170523,37.83729046
1479,200219,-121.9166436,37.45214131
2191,200862,-121.9092554,37.29112967
4492,500081,-121.9913863,38.35131001
4431,500017,-122.0017649,38.36410066
1102,100341,-122.1948059,37.48331349
5282,800023,-122.5650374,37.90184366
2539,300085,-121.7884333,37.65834778
4536,500126,-122.2100923,38.10188318
1496,200233,-121.8316818,37.38213233
3550,301021,-122.0278014,37.56364998
822,100081,-122.4316008,37.63878025
3462,300934,-122.1324884,37.70447849
2310,200985,-121.8747477,37.27051415
4392,400623,-122.122673,37.88965372
4773,600058,-122.2729369,38.28390234
4341,400574,-122.3232964,37.97304373
1667,200366,-121.8488529,37.34100601
3370,300844,-121.9390316,37.53717494
3927,400219,-121.9380214,38.02313556
1633,200340,-121.8224851,37.36741791
1812,200505,-121.9545792,37.31969033
4491,500080,-121.9802451,38.36598063
4161,400420,-121.9890196,37.97923748
687,607,-122.3929163,37.77069405
1718,200416,-121.9419317,37.26097599
1972,200648,-121.8794013,37.42051633
2843,300357,-121.9079004,37.68345517
3973,400259,-122.0915909,37.99451153
2852,300364,-122.062599,37.59452623
4573,500165,-122.2466832,38.1327006
667,592,-122.3577945,37.80488969
4620,500205,-121.9658768,38.33916706
3421,300897,-122.0787311,37.69873935
2356,201026,-122.0720583,37.34412004
2265,200941,-121.8711375,37.24686972
2389,201049,-121.8985745,37.26659501
1717,200415,-121.9251407,37.27625985
5433,800148,-122.5580311,37.97413787
4143,400402,-121.9509623,37.74681251
4029,400297,-122.2758109,37.91156783
3773,400082,-121.7200682,37.99465819
2115,200796,-121.8115442,37.31305168
4233,400485,-122.3167969,37.90644138
1694,200393,-122.0003377,37.30602812
1692,200391,-122.0278976,37.29736809
2337,201008,-122.1289495,37.44234071
2003,200680,-121.8171545,37.24959345
4468,500056,-121.9936344,38.24592654
1880,200567,-121.7753649,37.33064703
1662,200364,-121.86868,37.34924379
2253,200927,-121.9385244,37.24713956
3043,300541,-122.1604652,37.72359728
770,100026,-122.2505103,37.48320904
2614,300151,-122.1478187,37.71245945
4141,400400,-121.935722,37.73453657
4743,600030,-122.298128,38.2916071
1265,200032,-121.8848059,37.3059182
1872,200560,-122.0824173,37.41052322
939,100189,-122.2935408,37.5634953
4664,500251,-122.204813,38.11273101
4064,400328,-121.8167795,37.99612907
1103,100342,-122.218647,37.46690164
5457,800171,-122.5449586,37.9726119
4525,500116,-122.0153077,38.28589463
4187,400445,-121.8979581,38.00462926
2811,300327,-122.1039866,37.67316294
4867,700031,-122.7187144,38.42041635
984,100232,-122.431352,37.65734657
5154,700288,-122.4890462,38.3198938
2656,300185,-122.0245245,37.53735199
4982,700139,-122.7403778,38.46471295
1902,200586,-121.9876666,37.2741514
1771,200468,-121.8877755,37.22407836
2207,200878,-121.9704462,37.27979273
1995,200672,-122.0599141,37.36326121
1020,100263,-122.4559934,37.64582403
4049,400313,-122.1240519,37.82413911
4600,500189,-122.2270018,38.11464192
2113,200793,-121.9663062,37.29735219
2240,200911,-122.1521607,37.43326916
2029,200707,-121.9272993,37.30538942
3936,400227,-122.0660398,37.90026637
4979,700136,-122.6399698,38.2483357
1056,100297,-122.3920445,37.60255072
1379,200133,-121.8304697,37.31299352
4034,400302,-121.8117248,37.98487947
804,100061,-122.2930457,37.51811598
3008,300503,-122.0157653,37.56717041
1112,100348,-122.2627544,37.48558018
1610,200319,-122.065377,37.3565913
178,166,-122.4825598,37.73700813
5423,800140,-122.54531,37.94632092
2305,200981,-121.8187341,37.28669316
2478,300030,-121.9034022,37.66599047
850,100106,-122.4788047,37.66741836
1690,200389,-122.0270167,37.30540276
1834,200526,-122.0433751,37.37462677
2401,201058,-122.1292835,37.42785883
2332,201002,-121.9085878,37.26040095
3519,300990,-122.0842187,37.67396158
3678,400003,-121.9021039,38.01665934
1646,200350,-122.1211429,37.41232983
2512,300062,-122.2420276,37.75773983
4185,400443,-121.8952506,38.01452461
1609,200318,-122.0711251,37.36350166
3858,400157,-121.9395506,37.76841941
1827,200519,-121.8327281,37.35205047
1852,200540,-122.0367675,37.29724542
906,100156,-122.3146874,37.54643214
2311,200986,-121.8353046,37.23071781
3357,300831,-122.1388813,37.66819524
4807,600085,-122.3176724,38.33837488
4566,500158,-122.2624869,38.1077302
2224,200896,-121.9654944,37.33468501
996,100243,-122.2056776,37.43552263
2251,200925,-121.9775243,37.23088022
5398,800119,-122.5004034,37.92198651
1506,200241,-121.5656623,37.01451801
4196,400454,-122.0087604,37.93269017
2758,300272,-122.1146712,37.63992615
3813,400118,-121.9712888,37.7650586
3312,300788,-121.7871834,37.68423721
3756,400068,-122.3219493,37.91659912
3039,300537,-121.9242874,37.68717853
4367,400598,-122.3000896,37.96857923
2920,300426,-122.0398237,37.58077061
1418,200160,-121.8922027,37.33077077
1289,200053,-121.8838299,37.4001337
4380,400612,-122.0643361,37.88864697
1697,200396,-121.8634058,37.36594742
3985,400271,-121.7929916,38.00901469
3272,300751,-122.2056091,37.76352537
3759,400070,-122.3107125,37.90486149
2724,300240,-122.2882235,37.82271813
5488,800200,-122.5391667,37.96595331
82,76,-122.5112231,37.77735651
1486,200224,-121.9391313,37.40738814
2001,200678,-122.0457745,37.34117497
3335,300809,-122.0563762,37.677014
4075,400338,-122.0475084,37.99542903
1990,200667,-121.5794865,37.01589853
915,100166,-122.4186791,37.70541188
1440,200183,-121.852457,37.39464327
2782,300298,-122.0397869,37.54132163
1308,200069,-121.9677102,37.27325543
2136,200815,-121.863355,37.3360905
4749,600037,-122.3070256,38.32503611
3823,400127,-122.0567363,37.96030644
3448,300922,-122.0749635,37.65925041
1413,200156,-121.9452754,37.32009408
1509,200243,-121.9779253,37.32056894
3880,400176,-122.0541338,37.91270205
1650,200353,-122.1319884,37.4126926
1089,100330,-122.3164044,37.55117618
1016,100259,-122.4828271,37.68128747
1588,200302,-121.8583459,37.34163375
2289,200966,-121.8218788,37.38127082
1293,200056,-122.1760702,37.42270448
2268,200943,-121.9841819,37.33409208
3289,300767,-122.1922298,37.82350802
1243,200015,-121.6546371,37.12167072
4643,500228,-122.0404058,38.26574002
1239,200011,-121.9462908,37.35274289
2254,200928,-121.9542548,37.23924743
3969,400255,-121.7048004,37.9358712
4896,700054,-122.6791617,38.44027318
3555,301026,-121.998571,37.55776218
1493,200230,-121.8055742,37.30579941
3577,301046,-122.3117738,37.89117847
1251,200021,-121.9406121,37.28002696
3152,300644,-122.0324139,37.52840652
1989,200666,-121.5935285,37.01611629
2005,200682,-121.824173,37.23961365
1047,100287,-122.4759862,37.59176385
4681,500269,-121.9420462,38.34005663
2302,200979,-121.7813106,37.30583639
2482,300034,-121.8554106,37.65855849
1352,200110,-121.8581687,37.27719271
1892,200577,-122.0278572,37.35552207
3718,400036,-122.2958573,38.0085913
2335,201004,-121.911742,37.26344353
3529,301001,-122.2241184,37.77028382
3108,300599,-121.9648243,37.52620696
5183,700310,-122.7420385,38.44343959
3195,300681,-121.9130561,37.72497897
1283,200048,-122.1167992,37.37203206
3541,301013,-122.2387933,37.82270116
4444,500032,-121.9644621,38.34969723
3450,300924,-122.0715006,37.6681396
1299,200061,-122.1321881,37.45088013
4799,600079,-122.3203709,38.31473404
1911,200598,-121.9872473,37.29979496
2344,201014,-122.0459082,37.34848542
4562,500154,-121.8402863,38.4554368
4912,700071,-122.7086916,38.41301054
968,100216,-122.2821524,37.54209035
1324,200086,-121.9269181,37.24712017
4973,700130,-122.627606,38.22848629
969,100217,-122.2892728,37.5498551
336,302,-122.4503885,37.75355946
4775,600060,-122.3235604,38.33162981
2677,300204,-122.1211573,37.75201793
1710,200408,-122.1030353,37.37198636
3803,400108,-121.7273893,37.99361431
3363,300837,-122.0991689,37.71054696
2959,300455,-121.9763076,37.5597546
1629,200336,-121.9981821,37.31585189
3516,300987,-122.0228496,37.55273045
1949,200627,-122.0370128,37.35557534
1576,200294,-122.1145872,37.43154086
3748,400061,-122.131551,37.99774893
4904,700062,-122.7938192,38.53558199
1801,200491,-121.8882374,37.24936347
2261,200936,-121.8436994,37.24642516
4578,500169,-122.2321153,38.14839483
3348,300824,-121.9324278,37.72220461
2892,300400,-121.7960883,37.68581294
4582,500172,-122.2356905,38.1314354
1951,200629,-121.9454655,37.32677567
4812,600089,-122.3253671,38.32189982
3601,301066,-122.2992997,37.85624781
3089,300581,-122.0448944,37.58370162
1244,200016,-122.0277599,37.31932322
2129,200808,-121.9117849,37.3353461
2144,200823,-121.8998973,37.44378371
1864,200553,-121.9909366,37.31212395
4960,700115,-122.6651654,38.47533986
2763,300277,-122.1697373,37.71761291
764,100020,-122.4100465,37.63478544
4579,500170,-122.2265402,38.14437026
1639,200346,-121.9180857,37.24010951
1114,100350,-122.2544874,37.468095
2826,300342,-122.2928958,37.85365808
2142,200821,-121.8971681,37.43748704
5429,800144,-122.5730631,37.98221959
3771,400080,-122.2781132,38.00948142
3972,400258,-121.7277838,37.97963772
3730,400048,-122.047276,37.88852899
5168,700298,-123.0182102,38.8106066
5197,700322,-122.6484038,38.26451988
4403,400633,-122.2144328,38.054838
4351,400582,-121.9465017,38.02325198
1833,200525,-122.0284758,37.37527526
2891,300399,-121.8789511,37.68261849
895,100145,-122.1341784,37.46004185
1924,200608,-122.073516,37.40575262
3248,300730,-121.9407374,37.70453396
1266,200033,-121.918068,37.30637567
4766,600051,-122.3031965,38.31838252
4157,400416,-121.8793728,38.0011391
5419,800136,-122.5016336,37.87153624
2141,200819,-121.9046259,37.43724759
4426,500011,-122.0380066,38.27738349
3713,400031,-122.3657325,37.92873745
1969,200645,-121.7949627,37.33301648
5413,800132,-122.5394226,37.95923651
2932,300434,-121.9039402,37.67180922
3977,400263,-122.2856298,38.00301208
3538,301010,-121.8645658,37.66053163
3021,300516,-121.8490754,37.6601302
1675,200375,-122.0770638,37.35001563
2672,300201,-122.1649659,37.72900903
1632,200339,-121.8111919,37.36668985
3111,300602,-121.9994534,37.54151075
4048,400312,-121.9603328,37.9436398
5147,700280,-122.4640704,38.28889417
4142,400401,-121.9444635,37.74639377
